,artist_name,title,album,lyrics,date,url
28,ProfJam,Lodi Dodi,Mixtakes,"Brother, vou usar essa dica aí caralho
Oh
Muito bom boy
Põe no som para a gente vibrar aí
And what we have to ask is
Why is it that God has admonished us to hate it
Well, first of all, God love...
Cuando tu vuelvas
Vibrar aí
And now the voice you have been waiting

O meu puto solta gargalhadas cheio de papa cerelac
Papá deita tabaco numa capa do Saramago
Mistura com plantas vindas de um saco
Oriundas de uma cave trancada à chave...
Fuck um Bugatti, eu acordo doente depois da party
O meu terceiro olho ‘tá atento tipo illuminati
Safoda shawty, casaste comigo, agora é lodi dodi
Sou mais fresh que o Doug E c’um style de um teletubbie...
Esquivo da esquizo tipo Goku contra Frieza
Mente pega partidas tipo festa de halloween
Pensativo c'a sativa, kicks na camisa
Domingos vou à missa sozinho na minha mind

And what we have to ask is
Why is it that God has admonished us to hate it

O meu templo sou eu mesmo, descalço-me quando entro
Danço a valsa com deuses, só depois é que os conheço
Queimo um incenso, deito-me direito e esqueço
O meu ego obeso que devora todo o meu tempo *tick tick*
O meu fundamento é ir ao fundo da mente
Desbravando o meu mato seguindo pegadas de um duende…
Espero um momento, murmuro 'pa mim memo:
“O muro no meu templo derrubo-o com o meu dedo!”
E agora ’tou em contacto com o mundo sem divisórias..
Se tu não entendes olha para o que ignoras!

*Sinos*",2016-04-01,https://genius.com/Profjam-lodi-dodi-lyrics
29,ProfJam,Trigo Limpo,Mixtakes,,2016-04-01,https://genius.com/Profjam-trigo-limpo-lyrics
30,ProfJam,Bane,Mixtakes,,2016-04-01,https://genius.com/Profjam-bane-lyrics
31,ProfJam,Malang Kalam,Mixtakes,,2016-04-01,https://genius.com/Profjam-malang-kalam-lyrics
32,ProfJam,Limpa-Fundos,Mixtakes,"Mãe, eu disse que ia ver a luz!
Por mais que tivesse na cara a sombra vinda do capuz
Agora 'tou muito bruto e vejo que os putos aprendem comigo a 'tar limpos no sujo...
Sou um limpa-fundos, sempre fui, mãe!
Vivo neste aquário bem confuso, mas sinto que bulo bem!
E difícil sentir que o mundo me tem, quando eu vivo hoje mas amanhã não viverei…
Was it all a dream?
Ou não passou de um filme?
Quem é que roda a fita do cinema onde eu vivo?
Quem escreve o guião, quem faz a encenação?
Eu amo esta arte! drama é life, emoção…
Bato palmas no fim de cada cena
A vida é ironia, é comédia, é tristeza
É tambem a apatia de uma média numa mesa
E tambem a alegria de uma média numa mesa!
I don’t know - that’s all I know
Não sei se adoro duvidar ou se o cloro foi p’os olhos no dia q’vim mergulhar..
Lá está, eu nunca sei!
Mas se eu li Buddha bem então é o desejo que me tem refém do que eu sofri…mãe
Eu bem que tento ser profeta
Espalhar a 'boa nova' porque eu confio nessa velha!
Enquanto corto os pés todos nos cacos dos telhados de quem manda pedras...
Mas tudo o que eu sei dizer é ‘parem com essa merda’!
Dread isso é shit man!

Se eu disse que ia ver a luz
Não posso mudar, não posso mudar
Eu vi que ser um limpa-fundos
Era o boss do mar, era o boss do mar
Se eu disse que ia ver a luz
Não posso mudar, não posso mudar
Eu vi que ser um limpa-fundos
Era o boss do mar, era o boss do mar",2016-04-01,https://genius.com/Profjam-limpa-fundos-lyrics
33,ProfJam,Sinestesia,Mixtakes,,2016-04-01,https://genius.com/Profjam-sinestesia-lyrics
34,ProfJam,Metades,---,"Sick sick sick eu vi que, vi que, vi que tava
Dá me um bic bic big para aquele pic que ele trava
Sem guit guito, n tenho tick tick pa entrada
Mas o tique tique dela pôs m o dick dick com baba
Dei lhe o check check, fixei-me na back back
Um pouco de fret fret p'ela pensar que sou de ferro
Curvas tight tight, mini-saia e kaikai
E eu bem high high a ver se o top dela cai cai
Como sou fresh fresh, fui levantar cash cash
Entrei fash fash, na fes-festa do mês
E ela la no mexe mexe, sobe sobe e desce desce
E eu olhar para ela a perguntar o que é que queres? queres
Que te leve leve para outro spot spot?
Então sev-se é verdade, bora bora po bote bote
Tu és tão hot hot, pacote e decote cote
Davas me só o toque toque, e eu ia logo logo
Tu és diva divina, eu sou um mano humano
Eu vou pa cima cima quando me levas no plano
Sou plano e plano por baixo dos teus pés pés
E vou bem fast fast, por ti sou o flash flash
E a tua flesh flesh, quero colada a minha minha
Qual galinha da vizinha? tu serás minha rainha
Tenho uma mente mínima, minimamente minha
Porque ela é quase quase tua, eu só quero uma bequinha
Por ti tou sick sick, e isso eu vi que, vi que tava
Quero te ao pé de mim, sim, sem fim e so assim ficava..
Forever and ever, never say never, o everlast love leva
Te mais uma love letter de Adão pa Eva
És a mais bela bela do condado-dado
Nem com wella wella fico mais elevado-vado
Sou tipo vato vato mas pa ti ponho o fato fato
Vem po meu lado lado porque eu sem ti nem sou metade-tade",2011-11-23,https://genius.com/Profjam-metades-lyrics
35,ProfJam,Hustle,Mixtakes,,2016-04-01,https://genius.com/Profjam-hustle-lyrics
36,ProfJam,Mikado,Mixtakes,,2016-04-01,https://genius.com/Profjam-mikado-lyrics
37,ProfJam,MAOI,---,,2013-04-27,https://genius.com/Profjam-maoi-lyrics
38,ProfJam,É Nossa,The Big Banger Theory,,2014-06-06,https://genius.com/Profjam-e-nossa-lyrics
39,ProfJam,Money,The Big Banger Theory,"A paca fala
Ya, já há bué que eu não oiço o que ela diz
Estou submerso na faixa oito do segundo do álbum do Boss AC
Sem kumbo não se passa nada
Eu bem penso nele mas ele não existe
É grande depressão, relaxa eu não 'tou triste
Este programa eu já vi, tipo déjà vu mas c'est la vie
Pois eu sempre assim vivi, aliás, sempre sobrevivi
Aliás falta de guito em si nunca faltou aqui
Por isso pa' mim, 'tá tipo os apanhados da sic boy, não há crise
Caguei pra bolsa de valores, quero é valores na bolsa
Neste trabalho sou mau, mas quase ninguém reembolsa
Não tenho preço, tenho valor, também tenho quem me ouça
Mas os meus zeros continuam no bloco do Francisco Louçã
Até tinha um pouco de kumbo guardado pró que der
Mas tenho um bolso furado e não tenho guito pó coser
Até tenho pitéu em casa, mas não há gás pó cozer
E na fila da santa casa oiço alguém a me dizer:

Meu brada
A paca
Não paga
A minha alma
Mas brada
Só a alma
Não paga
Nada

A paca fala
E já bué que eu não oiço o que ela diz
Tenho phones nos ouvidos, desde ante-ontem a ouvir C.R.E.A.M
Desde ontem a ouvir CAN I LIVE, e hoje a ouvir MONEY TREES
Sou um menino de ouro... mas meu extrato não condiz
Wis à escala universal, a bulir durante um terço do dia
Têm massa contada, já nem dá pa’ comprar chá de tília
Wis à escala universal, com um terço, rezam ""avé maria""
Têm massa pra alimentar três gerações, da tua família
Andam todos atrás do céu? não, todos atrás do ""seu""
Querem paraisos fiscais, só com reais, sem barnabeu
Putas partem braço, ladrões partem com o que não é seu
São as profissões mais antigas e nem sequer estão num museu
A minha profissão não me dá o meu, mas dá todo o prazer
Génios procuram excelencia, não procuram satizfazer
Ando á procura de JOBS, assim I POD se satizfazer
E enquanto preencho o C.V. o meu dred vem dizer:

Meu brada
A paca
Não paga
A minha alma
Mas brada
Só a alma
Não paga
Nada

Anda tudo atras da paka, poucos fodem essa rata
Porque a puta da pataca so se mistura com gravata
Ando a procura duma faca pa cortar o colarinho
Correntes de tecido já escravizam o teu vizinho
Não sou adivinho, manda me uma de vinho
Q'eu digo te o futuro, cada passo do teu caminho
Nasces, mudam te a fralda, cresces, começa a aula
Já mataram os teus sonhos agora fedes porque tas na jaula
Bebes, começa a balda, esqueces o que te falta
A inocência já la vai, quedas, o chão abaula
E enquanto a magnum puxa o money, ice c.r.e.a.m. (i scream)
Quero carrots, bugs bunny, tunesquad my team
Gold nuggets tipo denver brilham no instrumental
Mano e só com duas barras corto o S na vertical
Porque eu sonhei com isto tudo, vivo a vida em deja vu
Lutar por guita? meu puuuto, eu sou o ídolo do cumbú
Querem que eu venda o meu rap porque ele é único
Mas yo, boy não confundas o meu som com produto
Clip não é televenda, tira a venda do olho
Quem paga pelo meu rap só deve 'tar doido
Nao morro de amores pela guita mas fodasse preciso dela
É uma relação interesseira, só poupo pa' 'tar naquela
Há quem roube pa tar naquela mas tem roupa da Chanel
Eu cá vou de vento em popa, basta abrir a minha vela, pá!",2014-06-06,https://genius.com/Profjam-money-lyrics
40,ProfJam,Interlúdio,#FFFFFF,"Todas as cores vivem dentro do white
No #FFFFFF
Todas as cores vivem dentro do white
No #FFFFFF
Todas as cores vivem dentro do white
No #FFFFFF
Todas as cores vivem dentro do white
Todas as cores vivem dentro do white
Todas as cores vivem dentro do white
Todas as cores vivem dentro do white
Todas as cores vivem dentro do white
Todas as cores vivem dentro do white
No #FFFFFF
Todas as cores vivem dentro do white
No #FFFFFF
Todas as cores vivem dentro do white",2019-02-21,https://genius.com/Profjam-interludio-lyrics
41,ProfJam,Matança,The Big Banger Theory,,2014-06-06,https://genius.com/Profjam-matanca-lyrics
42,ProfJam,Missão,The Big Banger Theory,,2013-11-02,https://genius.com/Profjam-missao-lyrics
43,ProfJam,Manny Pacquiao,The Big Banger Theory,,2014-01-17,https://genius.com/Profjam-manny-pacquiao-lyrics
44,ProfJam,Contra Mim,The Big Banger Theory,,2014-06-06,https://genius.com/Profjam-contra-mim-lyrics
45,ProfJam,Drogas & Bottles,The Big Banger Theory,,2014-06-06,https://genius.com/Profjam-drogas-and-bottles-lyrics
46,ProfJam,Cépticos,The Big Banger Theory,"Querido ceptico
Eu dedico esta mensagem para ti e para os teus...

Como é tu queres que eu pare se eu nunca tive travões?
Zeus no quarto, ocupado a lançar trovões
Raios e coriscos, ou seja, palavrões
O raio grava o disco, ouve os electrões
E de onde eu vim só tu vias onde eu não iria
Sumo e gin na batida a mente expanderia
Solto a weed, solto o beat, faz a tua nigga
É que eu aqui sou fudido, não na rua nigga
Não sou outlaw, nem sou criminal!
Sou um puto só que nunca intimidou
Por isso dá o toque - eu tou na city bro
A ouvir Carl Cox com um bruto txiri bro
Safoda o resto, ser modesto é fodido qd tu tens esta qualidade mano
Safoda o stress, se eu pudesse resistia a tudo, nao tens q dar pa badman
So what's next? sucesso... seja na net ou no beco...
Desde puto a dar pa preto... e sou pálido pa crl!
Mas o teu hálito a caralho já m'incomoda
Arranjaste trabalho, agora és cocksucker
E eu não quero a tua bitch, ainda é muito nova
Deixa crescer lhe umas tits, depois o prof prova

Pões o prof à prova? eu cavo logo a cova
Até na copa canto pq eu parto a loiça toda
Pa quê competir se eu ja tenho a copa?
Na k.o. virei pro, só falta vir a nota...
Nota, ta-ta-no, ta-no, ta-ta-ta-no, nota
Poes o prof à prova? eu cavo logo a cova
Até na copa canto pq eu parto a loiça toda
Pa qê competir se eu ja tenho a copa?
Na k.o. virei pro, só falta vir a nota...

Quando eu vi que os motherfuckers vinham contra mim
Eu só disse ""podem tentar""
Lancei ""abordagem"" parece que não 'tavam a ouvir
Então vim com ""gunshot"" pronto para matar
Tbv na minha back motherfucker
Mesmo magro dizem que sou phat motherfucker
Brinco com o alfabeto tugas espantam-se por eu ser preto
E o que rappo deixaria orgulhoso o 'Pac motherfucker
Porque eu sou Rsk nigga...
Queres me calar então me mata nigga
Esses sucker dizem bullshit
Motherfucker im on some hood shit
Não acreditavam em mim quando eu comecei
Mas o importante sim é que eu acreditei
Quem começou junto a mim nunca abandonei
E as dicas de muitos g's ouvi e caguei
A vossa falta de crença nao me abalou
Ninguém me calou ninguém me parou
Ninguém me pisou
Agora nigga olha o nível que um gajo chegou
Olha quem odiou, olha pa onde eu estou
Olha pra onde eu vou
My nigga meu futuro é tao brilhante
Teu favorito nao passa de um traficante
Quero ter nao! vou ter pra 20 diamantes
Pra saber isso nao precisei cartomante
Nao venhas armado tipo tas no shottas nigga
Senao vais obrigar-me a entrar no modo big pun nigga
Esqueceste que eu sou Rsk?
Se o tchuko é bala olha pra mim eu sou uma shotgun nigga (i dont give a shit)

E tu pensavas que isto não ia mudar uma vez que rsk entrasse
Entrasse entrasse
E tu pensavas que isto não ia mudar uma vez que bIIIk entrasse
Entrasse entrasse
Nota, ta-ta-no, no, nota, ta, ta, ta-ta, ta-ta, ta-nota",2014-06-06,https://genius.com/Profjam-cepticos-lyrics
47,ProfJam,Parte Loiça,The Big Banger Theory,"Yo yo yo yo yo yo
Isto aqui é astro records bitch
Profjam e vilao mano, the big banger theory mufocka
I dont give a fuck man! isto é rap mano
Rappers sayin what the fuck they wanna say
Dont come here with yo faggot bullshit right now
Cause shit right here man is break the fuckin dishes man
Parte a loiça!

Damn, onde é q eu vim parar?
Passam-me a perna e eu ainda paro pa ajudar
Devo ser palerma, eu reparo, é quase dado!
Tantas vezes enganado, fiquei preso nesse estado
Já nada sei se nem sei que sei isto...
Desculpa fake, nem reparei que saíste!
Ajudei-te, ainda assim desististe
Preparei-te, mas caíste, tá visto!
Qué isto? showbiz! despisto em chão liso onde não vejo nem uma pegada
Sou priest e batizo, todo o mc vivo fica logo ca cara encharcada
Roupa suada, nadega marcada, mente traumatizada
Poupa-me brada, passa a palavra que a gente não ta interessada
Meu chapa, chapa dux la no lux? não!
Ca tropa, é lusco fusco, move brusco: «tão crl?»
Bolota é muito escuro, da-me lume p'o canhao
Qu'esta shit é só weed, vejo-te a ti na escuridão
Vegetativa a nação onde eu vivo à patrão
Fiquei nocivo, é fodido! culpem a poluição
Cuspo preto como a noite, é a cor do meu pulmão
Safoda o ar puro, tenho uma pura na mão
Inspira, expira, acelera, trava
Transpira e gira, hoje é tábua rasa..
Tripa amiga, pede uma nave à NASA!
Diz à mãe natureza: «hoje não durmo em casa»!

F-f-f fodaaase t-t-t-todass ficam doidas qd eu parto a loiça
Dizem coisas, fazem coisas, partem coisas qd eu parto a loiça
Rebentam bolhas, tiram rolhas, giram folhas qd eu parto a loiça
São cachorras bué da loucas e eu sou dogg pa elas todas!
Dogg pa elas todas!
Dogg pa elas todas!
Dogg pa elas todas!
Do-dogg pa elas todas!

""huh, eu fico profundamente triste enquanto cidadã portuguesa
Fico profundamente triste em ver este tipo de manifestações
Que demonstram uma falta de civismo das pessoas q vão huh interromper...""

Siga lá partir a loiça só p'o espalhafato
Siga lá encher o bolso e gastar tudo em fatos
Vou relatar os factos, cago pos boatos
Águias e lagartos a deixar tudo em cacos
Dj's não riscam pratos, fracos ideiais
Putos vão de saco em situações normais
Aumenta o volume, tu tas a ouvir os tais
Elefantes a entrar numa loja de cristais
Ou no expresso do sucesso 'tou c'o jam na agenda
Não esperem pelo regresso tenho um processo na fenda
Oiço dicas sem nexo.. será que têm legenda?
Pitas partilham o ass no serviço pós-venda
Haja alguém que me entenda e que faça de mim presa
Em casa ou na tenda ou então sobre a mesa
Depois das sobremesa ponho as cartas na mesa
Mas se tens melhor jogo, vingo me na loiça chinesa

F-f-f fodaaase t-t-t-todass ficam doidas qd eu parto a loiça
Dizem coisas, fazem coisas, partem coisas qd eu parto a loiça
Rebentam bolhas, tiram rolhas, giram folhas qd eu parto a loiça
São cachorras bué da loucas e eu sou dogg pa elas todas!
Dogg pa elas todas!
Dogg pa elas todas!
Dogg pa elas todas!
Do-dogg pa elas todas!",2014-06-06,https://genius.com/Profjam-parte-loica-lyrics
48,ProfJam,HydroGénio,The Big Banger Theory,"Good morning, i am the professor
I am here to talk to you about: perception
Per-cep-tion
When you perceive you are complete
When you do not you are not real
Perception is the key to our existence
Is a universe real if no one is conscious of it?

Rap electrónico, trago carga tipo electrão
Supersónico, sonic agarrado a um foguetão
E mm afónico, cá dentro tenho vozeirão
O meu tónico? 'Tar com a gente do meu coração
Atentos na maturação
Ventos de mudança vão dizendo o que a nação
Esconde sem declaração
Mentes sem percepção vagueiam na imensidão
E passeiam sem dar vazão a uma única questão:
- O que e que eu faço aqui?
- Para onde é que vou?
- De onde é que vim?
Ou mesmo:
- Onde é que estou?
- O que é ser feliz?
- O que é o amor?
«só sei q quero ser feliz e ""ter"" o amor...»
Mano, por favor... ouve o TEU senhor
Tudo o que ele te ensina é saber aceitar a dor
Porque só com sacrifício tu darás valor
Só através dele poderás VER o AMOR!
O AMOR
O AMOR
O AMOR
O AMOR
O AMOR
O AMOR

E eu 'tou perdido no espaço com cada bafo dado
É só pedir um pedaço q'eu passo, claro..
Sou todo ouvidos ao passado que se mudasse na-da faria sentido neste caso..
Seres do disfarce? somos nós, quase... a nossa identidade tá smp no outro caso
E caso o outro baze já é caso pa dizer que não há crise.. não há crise..
Mais um deslize, morre mais um, ser feliz já não move nenhum
É fudido, porque so és livre na prisão do óbito
Morte é nada, isso é obvio! o medo é comico..
Sou filho prodigo, quebrei o código, mente alerta neste jogo do demónio!
Sente o meu vómito, grego na maldade, tou platónico as voltas na cidade
Num espectro cónico motivo a mocidade..
É babilónico, um mundo sem verdade!
Flow histórico, deve ser da idade, minha real idade não vem da realidade
Envoco a deidade! provoco a piedade! sa fuckam esses fuckers q s'afogam no pecado!
Boy espera um bocado, vou rebobinar: que essa gente se perdoe na eternidade!
É só mentalidade, é força de vontade, o mundo muda, puto, porque eu quero que ele mude já!
E eu muuudo, ontem hoje e amanha! yo kacetado, cheguei ao estado de xamã!
Cuspi a maçã, rap talismã, ja tou no paraíso boy, a chillar co meu clã...
Abancado num divã, a bafar duma afegã, nascido homem, perpetuado titã, nigga!

Paaaaaaaz e beeeeeeem
A toda a criatura saudo como irmã
Paaaaaaaz e beeeeeeem
A longa noite escura é gémea da manhã
Paaaaaaaz e beeeeeeem
A toda a criatura saudo como irmã
Paaaaaaaz e beeeeeeem
A longa noite escura é gémea da manhã
GOOD MORNING!",2014-06-06,https://genius.com/Profjam-hydrogenio-lyrics
49,ProfJam,K-9,The Big Banger Theory,"Sou assassino lirico, levito e ensino-te a sentir rap satirico
Se m'atiro e vingo, é culpa do vinho onírico!
Tu bebe o sangue do saber empírico, típico..
Vivo no rídiculo, mais lívido que um mímico
Um químico dá-me o kick e eu tipo um king fico
Chillin no cubico, com um bico de três - cúbico
E co beat vomito do dick, vês q'sou estúpido?
Q'som estúpido! tou longe do lúcido
So penso em coxa, cutchi, poncha, kush e um bom estúdio nah

«we tend in our culture to make a radical distinction between drugs and foods
With what we call spices sort of falling somewhere in the middle..
In point of fact, a culture is what it eats...»

O rap game é misto mano
Bob marley nisto son
Lisbon a kingston
Cedo ou tarde invisto mon-ey!
«2 chainz, lupe, us ou uk...»
Mas o teu ass eu troquei qd o chess eu matei!
O game eu mudei, big banger no teu play
Tua kenga no meu plate, 'té rebento no koweit
Loada a dica q'eu waito, solto a dica - tá feito!
Solta a dica - tá feio! solta a brita dá um cheiro
Sol tá a abrir no canteiro, semente rebenta co telheiro
E a planta que nasce da terra logo morre no cinzeiro..
Só pombo no meu poleiro rumo à ponte do meu roteiro
Nao espero pela morte, falo com ela primeiro!
Sorte, donzela? solteiro! só com a bela eu me deito
Sa fodam pornostars, eu prefiro filme caseiro!
Chupo o mel e ela o leite, unha na pele, ultimo take
Let them niggaz hate, é o meu motto tipo o Drake
Escrevo linhas sem tinteiro dedicadas a bradas
Que dedicam o dia inteiro a barras pesadas!
E se sentirem um formigueiro são tropas armadas
Subindo o teu cagueiro pa' matar as cigarras!
Vou com punhos de punheteiro fazer-te um fisting no ouvido
Amasso a massa, pão caseiro, cuspo fogo, ficas cozido tropa

«we can think of numerous examples:
The influence, for instance, of sugar on the growth of 19th century mercantilism
Or the way in which the british manipulated opium policy in the far east
Or, as you mencioned, alcohol, which has always been the drug of choice in western culture..
Who can imagine modern industrial office culture without coffee?
These are major drug dependencies that have placed their stamp on the lives of
Millions and millions of people, its simply that we chose to linguistically define it in such a way
That the effect is not something most people are cognisant of....»

Como é que querias que eu baitasse se eu a terra que tu lavras
Pa' que lavares os dentes se o que suja são palavras
Isto e morte ao dracula, lobisomem ataca
Esquece a bala de prata, no sono espeto-lhe a estaca
Como e que querias que baitasse se eu sou cão e tu não ladras
No rap barko, no biter, tu já nem baitas, enfardas
Isto e cirugia na boca de um vampiro
Conspiro com flow canino pa' te arrancar o canino",2014-06-06,https://genius.com/Profjam-k-9-lyrics
50,ProfJam,Fly,The Big Banger Theory,"Fecha os olhos man!
Aprende que a ver não te vais aperceber de nada
A vida é lá fora mas é cá dentro que tu farás a tua jornada
Vivemos numa casa, bonita arrumada mas de janela fechada
Aparência é que ilude, o toque de veludo eu sinto em cada passada
Eu vivo em toda a morada
Transpiro pela tua cara
Eu sirvo a qualquer vontade e viro a minha cara à chapada
Não sou rei nenhum, tira-me a coroa e diz-me quanto ela custou?
Não quero ser ídolo, quero que a índole seja a de espalhar amor...
Imagino o meu corpo imóvel no chao
Minha alma flutua co beat da canção
Um arrepio activa-me a sensação
Por um fio ligo a minha percepção
Nao sou carne pa canhao, lutar po cifrao? esquece, nao contem comigo!
Apenas luto e canto, vou entrando num abrigo:
'Tou na toca do coelho perguntando como é que eu cheguei aqui
Nada faz sentido, devia ter ido pa trás, pq é q eu fugi?
Mas agora 'tou bem, sou cidadão no pais da maravilhas
Alice é vizinha, as vezes fodemos até gastarmos as pilhas
E quando acordamos não vemos noticias
Apenas sentimos na pele uma brisa de caricias
Ela tem demónios, eu mato-os à espada
Ela ri-se dos meus e mata-os à padrada
Se o perfeito existisse, eu qd o visse dava-lhe um kiss na cara
Um dia a velhice irá tratar disso e virá me buscar a casa
Ou melhor, um dia a velhice irá me deixar em casa
Por isso é que eu digo, venha o juízo final, aqui nada me atrasa..

Podes voar não sejas anjo caído
O teu lugar no céu não foi esquecido
Vai levantar o véu, sê o marido
E ama a morte como a vida e depois disso:
Fly fly fly...............",2014-06-06,https://genius.com/Profjam-fly-lyrics
51,ProfJam,Super Mario,The Big Banger Theory,"Puto sentado, perdido, num autocarro
A caminho de casa sem saber o que fazia..
À espera q'um dia a vida comecasse
Tipo q no futuro tudo se resolviria
O clock gira gira e um dia tu acordas
Com uma nocao errada da vida q agora notas
So agora mostras
So agora queres
So agora gostas
So agora pedes
Agora é so vodkas
Agora é so mulheres
Agora é so mocas
Qqr dia é colheres...
Sa foda that! tou co feeling do valete qd ele deu liçoes visuais
Nao tenho visoes, tenho visuais, é q eu procuro dentro sempre mais
Eu tento ter noçoes e ter ideiais mas penso que o tempo é dos tais
Que me da chapadas letais de realidade, nem sei se aguento mais
Levantas e cais, mais uma beza no cais
Levantas e cais, nada te azeda e vais
Smp em frente, nem olhes po retrovisor
Puto fica atento na aula do professor
Eu duro pa sempre e tu és feito desse couro
Feito num momento, sou perfeito como sou
Um obrigado à momma, um obrigado ao fatha
Um obrigado à mana, nunca ninguem nos separa
Pq pa isso seria preciso sermos mais que um
E como tao ca dentro, duvido q'os tirem do meu sumo
Um obrigado à escola, um obrigado à malta
Um obrigado à tropa, que nunca vos falte nada
E se faltar venham me falar, tou aqui p'ajudar
E s'em algum dia falhar, tentem me perdoar
Safodam goombas e koopa troopas, sou --- super mario
Tou nas condutas, canos e túneis, sou --- super mario
Atrás do bowser é a minha causa, sou --- super mario
Safoda a pausa, tenho outra aura, sou --- super mario
Safodam goombas e koopa troopas, sou --- super mario
Tou nas condutas, canos e túneis, sou --- super mario
Atrás do bowser é a minha causa, sou --- super mario
Safoda a pausa, tenho outra aura, sou --- super mario 
«it's me: mario!»",2014-06-06,https://genius.com/Profjam-super-mario-lyrics
52,ProfJam,B.Y.O.B.,The Big Banger Theory,,2014-06-06,https://genius.com/Profjam-byob-lyrics
53,ProfJam,Bored,The Big Banger Theory,,2014-06-06,https://genius.com/Profjam-bored-lyrics
54,ProfJam,O Jogo,The Big Banger Theory,"Mais um drum loop
Enquanto eu vingo e parto, o rap game eu vivo e vivo-o no meu quarto
Não preciso de cadastro, street cred nao bate
Vida não tá fácil mas dealin' é complicado
Mais um nigga que tá farto mais um que pega no fardo
Com o coração nas mãos, vais vê-lo a ter um enfarte
Mas ele encurralado tem de dar surra ao mercado
Empurra mais um bocado, empurra mais um coitado
Hustlin' só te fode e se um acidente ocorre
O jogo não faz luto, és só mais um pequeno que morre
Um pequeno que morre, porque a guita vai para o boss
O cut que ele faz vale 30 vezes o vosso
30 vezes o vosso, e nem vês o quão precoce
Começaste bem cedo, eras promessa neste negocio
Mas se tudo tá bem quando acaba bem, porque é que este jogo não acaba?
Soldados, civis a morrer pelo giz porque o nariz do povo não tapa

Porque é tudo pelo money, por isso vale a pena
Dá um kiss na tua honey, abraça a tua pequena
Já viste que a tua family só te liga quando tas bem
Amigos da droga, mocas passam eles também
Porque é tudo pelo money, por isso vale a pena
Dá um kiss na tua honey, abraça a tua pequena
Já viste que a tua family só te liga quando tas bem
Amigos da droga, mocas passam eles também nigga!",2014-06-06,https://genius.com/Profjam-o-jogo-lyrics
55,ProfJam,Quantos Dias,---,,2011-08-19,https://genius.com/Profjam-quantos-dias-lyrics
56,ProfJam,Sonhando Sobre um Ninho de Cucos,Profecia,"Por vezes penso que a minha vida é um sonho
Não quero acordar mas dormir não me oponho
Chamam origem à matriz que sobreponho
Mas eu não sei, suponho, e vou sonhando risonho...
Por vezes penso que a minha vida é um sonho
Não quero acordar mas dormir não me oponho
Chamam origem à matriz que sobreponho
Mas eu não sei, suponho, e vou sonhando risonho...

É uma vez, começa assim a minha historia
Eu e Deus, a testemunha abonatória
O meu caminho? combinação aleatória
E o destino? paragem obrigatória
Pára e repara como a ferida sara
A pele fica mais forte marcada com uma scara
Coleccionava momentos cheios de nada
Vazio com tudo, conteúdo procurava
Quase voava no tempo em que imaginava
Agora sinto a corrente que aprisiona a mente escrava
Realidade, noção partilhada
A minha realidade é a soma duma estrada
Tens curvas, buracos, rectas e rotundas
E por mais que te apeteça, dela não fujas
Foge do terreno! caminha p'o celeste!
Eu já nem sinto o chão, gravidade já ardeste!

Por vezes penso que a minha vida é um sonho
Não quero acordar mas dormir não me oponho
Chamam origem à matriz que sobreponho
Mas eu não sei, suponho, e vou sonhando risonho...
Por vezes penso que a minha vida é um sonho
Não quero acordar mas dormir não me oponho
Chamam origem à matriz que sobreponho
Mas eu não sei, suponho, e vou sonhando risonho...

Vejo o futuro depois de ele virar passado
Não tenho adivinhação, por ele vivo obcecado
A duvida mantém a chama, (chama)
A duvida apaga a chama, (chama)
Tento responder sem copiar as soluções
Partilho o meu saber, sem saber as lições
Sou Profjam, tipo hill na def jam
Matrix fan, red pill na track man
Mind scan might kill the ""dead"" man
And if I can I'ma do it again
A maior viagem é dentro da tua mente
Olha que a tua mente mente se tu mentes lá p'a dentro
Não faço cabulas ou frases de segunda
Procuro resposta, mas primeiro a pergunta
Ponto fraco e fracasso como Aquiles o mostrou
Sou eu aquilo que faço ou faço aquilo que sou?

Por vezes penso que a minha vida é um sonho
Não quero acordar mas dormir não me oponho
Chamam origem à matriz que sobreponho
Mas eu não sei, suponho, e vou sonhando risonho...
Por vezes penso que a minha vida é um sonho
Não quero acordar mas dormir não me oponho
Chamam origem à matriz que sobreponho
Mas eu não sei, suponho, e vou sonhando risonho...

*Trrriiiim*, txi são horas de acordar
Tenho de me mexer, não posso parar!
Paro no vermelho, estaciono dentro da linha
Dou esmola ao velho e cumprimento a vizinha
Lixo no lixo, nas aulas sentar direito
Respeito o lugar na fila me'mo que não dê jeito
A casa chego cansado, mas não chega o trabalho
Ainda vou arrumar tudo para ver se ainda malho
Txxxiiii, mano o corpo 'tá cansado, *Bocejo*
Vou ver se cochilo um bocado
Fecho os olhos mas de pensar nunca me farto
O preço da minha vida e a própria liberdade
Se eu tivesse com ela, tenho saudades dele
Como e que eu fiz aquilo, não consigo esquece-lo
Mas ta tudo bem, está aqui o meu velho amigo
Prefiro sonhar porque ela aqui está comigo
Me'mo bacano, tenho vida p'a sonhar
Me'mo bacano, tenho sonhos p'a viver
Me'mo bacano, tenho vida p'a sonhar
*Trrriiiim*, txi são horas de acordar",2012-01-01,https://genius.com/Profjam-sonhando-sobre-um-ninho-de-cucos-lyrics
